CustomerID,NumberOfOrders,TotalSpent,Segment
13426.0,12,3550.7000000000003,Medium Value
13427.0,3,582.6,Low Value
13428.0,1,218.47,Low Value
13429.0,4,1006.8,Medium Value
13430.0,4,648.6899999999999,Low Value
13431.0,2,1269.1,Medium Value
13434.0,2,534.24,Low Value
13435.0,9,3794.4900000000002,Medium Value
13436.0,1,196.89,Low Value
13437.0,7,3408.06,Medium Value
13439.0,1,283.71,Low Value
13441.0,1,296.64,Low Value
13447.0,4,1104.23,Medium Value
13448.0,10,3465.67,Medium Value
13449.0,1,291.88,Low Value
13450.0,6,2043.7199999999998,Medium Value
13451.0,6,2916.45,Medium Value
13452.0,2,590.0,Low Value
13453.0,2,356.97999999999996,Low Value
13455.0,4,1007.35,Medium Value
13456.0,7,1737.8200000000002,Medium Value
13458.0,22,9537.92,High Value
13460.0,2,183.44,Low Value
13461.0,3,1445.0,Medium Value
13462.0,2,143.25,Low Value
13464.0,1,674.68,Low Value
13466.0,2,297.95,Low Value
13467.0,2,1083.71,Medium Value
13468.0,41,5656.75,High Value
13470.0,2,165.0,Low Value
13471.0,4,2531.58,Medium Value
13473.0,3,417.54,Low Value
13474.0,1,229.59,Low Value
13475.0,4,1431.78,Medium Value
13476.0,4,1092.77,Medium Value
13477.0,8,1441.53,Medium Value
13479.0,3,291.0,Low Value
13481.0,8,1776.81,Medium Value
13482.0,1,184.64,Low Value
13483.0,1,140.34,Low Value
13484.0,1,313.8,Low Value
13485.0,1,454.24,Low Value
13486.0,3,1122.41,Medium Value
13487.0,3,575.4,Low Value
13488.0,17,8910.61,High Value
13489.0,4,449.52,Low Value
13491.0,10,1215.82,Medium Value
13492.0,3,1269.84,Medium Value
13493.0,2,618.63,Low Value
13494.0,1,316.26000000000005,Low Value
13495.0,6,1990.1200000000001,Medium Value
13496.0,3,617.93,Low Value
13497.0,3,321.05,Low Value
13499.0,7,1146.96,Medium Value
13500.0,4,1136.77,Medium Value
13501.0,2,1310.47,Medium Value
13502.0,3,292.0,Low Value
13503.0,1,216.85,Low Value
13504.0,1,295.93,Low Value
13505.0,8,4282.88,Medium Value
13506.0,3,452.82,Low Value
13507.0,4,2479.16,Medium Value
13508.0,1,110.97,Low Value
13509.0,7,979.72,Low Value
13510.0,5,1785.16,Medium Value
13512.0,1,251.21,Low Value
13513.0,1,205.1,Low Value
13514.0,1,152.20000000000002,Low Value
13515.0,4,891.12,Low Value
13516.0,3,1389.41,Medium Value
13517.0,5,2109.07,Medium Value
13518.0,1,659.4399999999999,Low Value
13519.0,2,110.80000000000001,Low Value
13520.0,8,3487.75,Medium Value
13521.0,3,1093.65,Medium Value
13522.0,1,125.80000000000001,Low Value
13523.0,6,3755.38,Medium Value
13524.0,5,680.1800000000001,Low Value
13525.0,2,628.78,Low Value
13527.0,8,2263.76,Medium Value
13529.0,2,307.76,Low Value
13531.0,2,483.8,Low Value
13532.0,1,210.31,Low Value
13533.0,3,270.79,Low Value
13534.0,43,5613.08,High Value
13536.0,7,3448.29,Medium Value
13538.0,7,1280.85,Medium Value
13539.0,4,605.84,Low Value
13544.0,2,291.41,Low Value
13546.0,3,626.99,Low Value
13548.0,2,682.41,Low Value
13549.0,8,916.12,Low Value
13551.0,1,91.80000000000001,Low Value
13552.0,16,3539.53,Medium Value
13555.0,4,4149.28,Medium Value
13557.0,2,584.06,Low Value
13558.0,4,605.06,Low Value
13560.0,1,174.37,Low Value
13561.0,1,141.85999999999999,Low Value
13562.0,3,1799.33,Medium Value
13563.0,2,777.53,Low Value
13564.0,5,647.74,Low Value
13565.0,2,240.22,Low Value
13566.0,2,874.71,Low Value
13568.0,1,192.85,Low Value
13569.0,2,373.75,Low Value
13570.0,1,239.49,Low Value
13571.0,12,2092.32,Medium Value
13572.0,1,1384.25,Medium Value
13573.0,2,294.4,Low Value
13575.0,5,732.0699999999999,Low Value
13576.0,20,6703.3,High Value
13577.0,5,1658.3,Medium Value
13579.0,2,467.04,Low Value
13581.0,1,118.0,Low Value
13583.0,1,781.03,Low Value
13584.0,1,142.4,Low Value
13587.0,3,347.0,Low Value
13588.0,13,2445.12,Medium Value
13589.0,2,379.65,Low Value
13590.0,7,1976.12,Medium Value
13591.0,3,1117.13,Medium Value
13592.0,4,247.95999999999998,Low Value
13593.0,6,1990.28,Medium Value
13594.0,1,396.97,Low Value
13596.0,2,697.04,Low Value
13598.0,2,167.42000000000002,Low Value
13599.0,33,5030.6,High Value
13600.0,1,219.52,Low Value
13601.0,2,693.32,Low Value
13602.0,1,428.89,Low Value
13603.0,1,164.34,Low Value
13606.0,3,280.53999999999996,Low Value
13607.0,1,678.01,Low Value
13610.0,9,1115.43,Medium Value
13611.0,4,1158.2,Medium Value
13614.0,4,1610.46,Medium Value
13615.0,2,399.99,Low Value
13617.0,3,544.18,Low Value
13618.0,1,177.34,Low Value
13621.0,1,213.85,Low Value
13623.0,7,672.44,Low Value
13626.0,1,257.23,Low Value
13627.0,7,1624.02,Medium Value
13629.0,11,7792.36,High Value
13630.0,11,1995.68,Medium Value
13631.0,12,3021.77,Medium Value
13632.0,6,2117.02,Medium Value
13634.0,5,1575.16,Medium Value
13635.0,1,1071.03,Medium Value
13636.0,6,941.62,Low Value
13637.0,3,810.5,Low Value
13638.0,1,122.64,Low Value
13639.0,1,1033.34,Medium Value
13642.0,1,354.8,Low Value
13643.0,3,519.44,Low Value
13644.0,5,2597.52,Medium Value
13645.0,1,252.1,Low Value
13647.0,5,1670.22,Medium Value
13649.0,2,346.6,Low Value
13650.0,7,1809.34,Medium Value
13651.0,2,94.2,Low Value
13652.0,3,1095.08,Medium Value
13654.0,6,2707.33,Medium Value
13655.0,2,932.97,Low Value
13656.0,2,379.65,Low Value
13657.0,2,382.14,Low Value
13658.0,7,2421.47,Medium Value
13659.0,3,1550.85,Medium Value
13662.0,7,879.08,Low Value
13663.0,1,189.47,Low Value
13666.0,3,84.65,Low Value
13667.0,1,305.02,Low Value
13668.0,29,6216.07,High Value
13669.0,2,218.55,Low Value
13670.0,1,349.7,Low Value
13672.0,6,-71.46,
13673.0,2,396.92,Low Value
13675.0,2,486.82000000000005,Low Value
13678.0,1,232.6,Low Value
13680.0,5,2202.31,Medium Value
13681.0,4,827.83,Low Value
13682.0,1,59.5,Low Value
13684.0,2,64.23,Low Value
13685.0,7,3119.44,Medium Value
13686.0,1,72.0,Low Value
13689.0,1,910.0,Low Value
13690.0,1,172.25,Low Value
13692.0,5,1466.8700000000001,Medium Value
13693.0,2,-32.0,
13694.0,60,62653.1,High Value
13695.0,15,2504.13,Medium Value
13697.0,1,151.29999999999998,Low Value
13699.0,1,308.58000000000004,Low Value
13700.0,10,2265.12,Medium Value
13703.0,1,99.5,Low Value
13704.0,10,2295.31,Medium Value
13705.0,3,711.86,Low Value
13706.0,1,330.79,Low Value
13707.0,2,806.41,Low Value
13708.0,1,296.88,Low Value
13709.0,17,6249.110000000001,High Value
13710.0,1,180.48,Low Value
13711.0,2,252.06,Low Value
13712.0,1,228.84,Low Value
13715.0,8,1053.94,Medium Value
13716.0,1,138.28,Low Value
13717.0,7,1432.26,Medium Value
13718.0,2,306.55,Low Value
13719.0,5,1041.68,Medium Value
13720.0,4,799.9,Low Value
13721.0,1,524.14,Low Value
13722.0,4,2369.16,Medium Value
13723.0,1,199.85000000000002,Low Value
13725.0,11,1809.81,Medium Value
13726.0,2,1079.6599999999999,Medium Value
13727.0,2,333.48,Low Value
13728.0,6,1016.14,Medium Value
13730.0,2,752.6,Low Value
13731.0,2,610.59,Low Value
13732.0,1,491.86,Low Value
13735.0,8,2766.18,Medium Value
13736.0,3,724.0,Low Value
13737.0,1,339.59999999999997,Low Value
13739.0,1,216.9,Low Value
13740.0,1,350.75,Low Value
13741.0,4,666.33,Low Value
13742.0,14,3102.42,Medium Value
13743.0,8,1340.1499999999999,Medium Value
13744.0,2,1156.36,Medium Value
13745.0,2,291.54,Low Value
13747.0,1,79.6,Low Value
13748.0,5,948.25,Low Value
13750.0,5,1647.26,Medium Value
13751.0,1,296.25,Low Value
13752.0,6,1186.28,Medium Value
13753.0,1,741.26,Low Value
13754.0,2,282.59999999999997,Low Value
13755.0,10,2154.68,Medium Value
13756.0,15,5145.12,High Value
13758.0,7,3190.55,Medium Value
13759.0,2,659.4100000000001,Low Value
13760.0,2,286.79,Low Value
13761.0,2,1070.65,Medium Value
13762.0,2,3.552713678800501e-15,Low Value
13763.0,3,1689.46,Medium Value
13764.0,3,1521.76,Medium Value
13767.0,52,16945.71,High Value
13769.0,16,2771.87,Medium Value
13771.0,5,2631.7,Medium Value
13772.0,3,1132.13,Medium Value
13774.0,1,345.0,Low Value
13777.0,41,25748.350000000002,High Value
13778.0,1,178.7,Low Value
13780.0,2,360.01,Low Value
13781.0,1,127.84,Low Value
13782.0,6,912.0,Low Value
13784.0,11,2462.79,Medium Value
13786.0,1,230.39999999999998,Low Value
13787.0,2,309.04,Low Value
13790.0,1,348.8,Low Value
13791.0,3,1047.68,Medium Value
13792.0,2,195.55,Low Value
13798.0,63,36351.42,High Value
13799.0,2,688.86,Low Value
13800.0,1,558.32,Low Value
13801.0,1,324.8,Low Value
13802.0,6,3906.27,Medium Value
13803.0,1,277.07,Low Value
13804.0,7,2635.79,Medium Value
13805.0,2,924.6,Low Value
13806.0,1,256.38,Low Value
13807.0,1,112.6,Low Value
13808.0,5,1747.66,Medium Value
13809.0,1,155.05,Low Value
13810.0,4,899.51,Low Value
13811.0,4,591.75,Low Value
13812.0,3,539.0,Low Value
13813.0,5,1353.41,Medium Value
13814.0,3,1562.12,Medium Value
13815.0,5,4014.91,Medium Value
13816.0,4,555.04,Low Value
13817.0,2,382.98,Low Value
13819.0,3,1140.35,Medium Value
13821.0,2,385.64,Low Value
13822.0,2,632.0,Low Value
13823.0,2,957.66,Low Value
13824.0,5,1698.94,Medium Value
13826.0,2,174.65,Low Value
13827.0,3,412.05,Low Value
13828.0,1,209.49,Low Value
13829.0,1,-102.0,
13831.0,6,2202.99,Medium Value
13832.0,2,40.949999999999996,Low Value
13833.0,1,384.8,Low Value
13835.0,4,834.57,Low Value
13837.0,2,271.24,Low Value
13838.0,4,691.73,Low Value
13841.0,1,85.0,Low Value
13842.0,9,3385.62,Medium Value
13844.0,1,361.62,Low Value
13845.0,1,312.98,Low Value
13846.0,4,847.61,Low Value
13848.0,3,1255.0,Medium Value
13849.0,2,1537.95,Medium Value
13850.0,2,1586.81,Medium Value
13851.0,3,2651.46,Medium Value
13853.0,2,1056.94,Medium Value
13854.0,29,8025.0199999999995,High Value
13856.0,5,363.4,Low Value
13858.0,1,216.17,Low Value
13859.0,1,201.16,Low Value
13860.0,6,1240.0,Medium Value
13862.0,10,2187.31,Medium Value
13863.0,2,299.56,Low Value
13865.0,4,501.56,Low Value
13866.0,1,145.67000000000002,Low Value
13867.0,3,1015.29,Medium Value
13868.0,2,3192.54,Medium Value
13869.0,4,3104.95,Medium Value
13870.0,10,2751.25,Medium Value
13871.0,14,6389.8,High Value
13873.0,4,381.7,Low Value
13874.0,1,540.45,Low Value
13875.0,5,1786.79,Medium Value
13876.0,1,122.7,Low Value
13877.0,1,117.24,Low Value
13878.0,1,1281.53,Medium Value
13880.0,13,3219.77,Medium Value
13881.0,22,16989.52,High Value
13882.0,6,1131.28,Medium Value
13883.0,9,2538.75,Medium Value
13884.0,6,781.3000000000001,Low Value
13885.0,2,506.8,Low Value
13886.0,1,243.56,Low Value
13887.0,1,349.55,Low Value
13888.0,2,605.63,Low Value
13889.0,1,416.90000000000003,Low Value
13890.0,14,1860.8600000000001,Medium Value
13892.0,4,632.97,Low Value
13893.0,1,821.1,Low Value
13894.0,5,535.97,Low Value
13895.0,5,2588.12,Medium Value
13897.0,1,311.16,Low Value
13898.0,1,155.93,Low Value
13899.0,2,388.52,Low Value
13900.0,3,740.95,Low Value
13901.0,5,2867.2,Medium Value
13904.0,2,332.64,Low Value
13908.0,5,2347.05,Medium Value
13911.0,9,2580.91,Medium Value
13914.0,3,613.95,Low Value
13917.0,2,272.04,Low Value
13918.0,2,1212.8400000000001,Medium Value
13919.0,3,350.15999999999997,Low Value
13922.0,1,172.25,Low Value
13923.0,1,351.13,Low Value
13924.0,11,1682.08,Medium Value
13925.0,6,616.65,Low Value
13926.0,1,223.85000000000002,Low Value
13927.0,1,348.99,Low Value
13928.0,4,464.57,Low Value
13929.0,3,802.85,Low Value
13930.0,2,337.34,Low Value
13931.0,3,1230.93,Medium Value
13932.0,1,307.4,Low Value
13933.0,2,608.7900000000001,Low Value
13934.0,1,922.1,Low Value
13936.0,2,361.28,Low Value
13937.0,1,158.85,Low Value
13938.0,1,71.66,Low Value
13939.0,4,556.75,Low Value
13940.0,4,839.14,Low Value
13941.0,7,4912.41,Medium Value
13946.0,3,561.5699999999999,Low Value
13947.0,1,90.6,Low Value
13948.0,1,102.0,Low Value
13949.0,6,2427.32,Medium Value
13950.0,5,728.56,Low Value
13951.0,3,674.45,Low Value
13952.0,3,3246.091,Medium Value
13953.0,7,3515.68,Medium Value
13954.0,3,378.59,Low Value
13955.0,2,322.96,Low Value
13956.0,5,1026.42,Medium Value
13958.0,1,-102.45,
13959.0,3,598.2,Low Value
13960.0,2,230.22,Low Value
13962.0,2,169.55,Low Value
13963.0,4,664.54,Low Value
13967.0,1,80.7,Low Value
13969.0,20,8986.69,High Value
13971.0,11,2702.2200000000003,Medium Value
13972.0,2,190.25,Low Value
13973.0,1,264.7,Low Value
13974.0,1,413.59000000000003,Low Value
13975.0,7,2503.23,Medium Value
13976.0,1,357.98,Low Value
13978.0,2,196.79000000000002,Low Value
13979.0,1,869.87,Low Value
13980.0,1,200.14,Low Value
13982.0,5,1861.11,Medium Value
13983.0,13,2590.46,Medium Value
13984.0,6,488.03,Low Value
13985.0,16,7024.53,High Value
13986.0,1,320.46,Low Value
13988.0,9,4098.8,Medium Value
13989.0,2,1266.08,Medium Value
13990.0,1,311.3,Low Value
13991.0,7,850.63,Low Value
13992.0,1,76.8,Low Value
13993.0,12,3409.66,Medium Value
13994.0,6,2313.14,Medium Value
13995.0,6,1383.49,Medium Value
13999.0,15,3865.26,Medium Value
14000.0,2,633.71,Low Value
14001.0,4,2030.3300000000002,Medium Value
14002.0,2,529.73,Low Value
14004.0,7,4582.64,Medium Value
14005.0,5,2874.72,Medium Value
14006.0,3,962.19,Low Value
14009.0,3,685.9300000000001,Low Value
14012.0,1,328.8,Low Value
14013.0,3,473.02,Low Value
14014.0,1,505.18,Low Value
14015.0,1,917.34,Low Value
14016.0,5,4328.46,Medium Value
14019.0,4,1398.96,Medium Value
14020.0,2,642.8,Low Value
14021.0,3,631.9,Low Value
14022.0,1,440.0,Low Value
14023.0,2,584.07,Low Value
14024.0,2,327.7,Low Value
14027.0,1,104.82,Low Value
14029.0,2,467.66,Low Value
14030.0,8,2360.09,Medium Value
14031.0,23,14634.640000000001,High Value
14032.0,18,2929.84,Medium Value
14034.0,4,512.02,Low Value
14035.0,5,1428.02,Medium Value
14036.0,1,626.65,Low Value
14037.0,2,147.20000000000002,Low Value
14038.0,4,1554.48,Medium Value
14039.0,1,152.2,Low Value
14040.0,15,3542.19,Medium Value
14041.0,1,141.41,Low Value
14044.0,4,652.82,Low Value
14045.0,4,1659.75,Medium Value
14046.0,1,154.99,Low Value
14047.0,7,1290.01,Medium Value
14048.0,2,375.13,Low Value
14049.0,6,5639.15,High Value
14050.0,2,746.36,Low Value
14051.0,26,15477.34,High Value
14052.0,1,225.36,Low Value
14053.0,2,260.25,Low Value
14054.0,1,92.46,Low Value
14055.0,1,725.6400000000001,Low Value
14056.0,29,8124.4,High Value
14057.0,18,6147.4,High Value
14059.0,1,183.6,Low Value
14060.0,20,6135.38,High Value
14062.0,12,10464.85,High Value
14064.0,7,1188.32,Medium Value
14066.0,1,152.55,Low Value
14067.0,2,374.7,Low Value
14068.0,1,265.85,Low Value
14071.0,9,1307.41,Medium Value
14073.0,2,139.54,Low Value
14075.0,3,942.26,Low Value
14076.0,1,122.47,Low Value
14077.0,5,499.41999999999996,Low Value
14078.0,6,1049.37,Medium Value
14079.0,1,375.1,Low Value
14080.0,1,45.599999999999994,Low Value
14081.0,4,904.67,Low Value
14082.0,1,182.25,Low Value
14083.0,9,1018.43,Medium Value
14085.0,19,4435.79,Medium Value
14087.0,2,181.67,Low Value
14088.0,14,50415.49,High Value
14089.0,1,161.0,Low Value
14090.0,1,76.32000000000001,Low Value
14092.0,17,4063.1,Medium Value
14093.0,1,442.85,Low Value
14096.0,34,57120.909999999996,High Value
14098.0,1,147.35,Low Value
14099.0,12,3092.9700000000003,Medium Value
14100.0,1,194.9,Low Value
14101.0,6,5976.79,High Value
14102.0,8,1314.73,Medium Value
14104.0,2,216.20999999999998,Low Value
14105.0,2,1260.33,Medium Value
14107.0,8,2688.48,Medium Value
14108.0,3,594.16,Low Value
14109.0,2,80.2,Low Value
14110.0,13,5669.65,High Value
14111.0,5,688.6,Low Value
14112.0,12,2774.17,Medium Value
14113.0,8,1377.92,Medium Value
14114.0,2,386.53,Low Value
14116.0,5,1382.74,Medium Value
14117.0,1,90.0,Low Value
14119.0,1,-19.9,
14121.0,6,2740.3,Medium Value
14124.0,1,419.58000000000004,Low Value
14125.0,3,2740.43,Medium Value
14126.0,4,643.6300000000001,Low Value
14127.0,3,709.71,Low Value
14128.0,2,637.5,Low Value
14129.0,5,1123.8600000000001,Medium Value
14130.0,1,483.86,Low Value
14132.0,12,3580.13,Medium Value
14133.0,5,590.3399999999999,Low Value
14135.0,15,4690.31,Medium Value
14138.0,2,982.3800000000001,Low Value
14139.0,1,415.82,Low Value
14140.0,3,920.05,Low Value
14141.0,6,879.0300000000001,Low Value
14142.0,1,311.81,Low Value
14143.0,1,115.8,Low Value
14145.0,5,3148.2,Medium Value
14146.0,6,2949.57,Medium Value
14147.0,3,468.4,Low Value
14148.0,1,157.2,Low Value
14149.0,3,259.43,Low Value
14150.0,2,658.64,Low Value
14152.0,3,611.09,Low Value
14154.0,2,1345.62,Medium Value
14155.0,1,118.75,Low Value
14156.0,66,113384.14,High Value
14157.0,3,400.43,Low Value
14158.0,1,507.66,Low Value
14159.0,14,4678.3,Medium Value
14161.0,3,1110.52,Medium Value
14162.0,2,289.36,Low Value
14163.0,4,2445.91,Medium Value
14164.0,2,1631.77,Medium Value
14165.0,1,122.53999999999999,Low Value
14167.0,4,574.84,Low Value
14171.0,1,363.79,Low Value
14173.0,4,450.84,Low Value
14174.0,1,134.46,Low Value
14175.0,7,3108.06,Medium Value
14176.0,5,574.0,Low Value
14177.0,5,554.46,Low Value
14178.0,7,1620.93,Medium Value
14179.0,2,719.78,Low Value
14180.0,31,4640.77,Medium Value
14184.0,1,452.89,Low Value
14185.0,1,197.65,Low Value
14188.0,10,2018.91,Medium Value
14189.0,24,4604.31,Medium Value
14191.0,14,4660.01,Medium Value
14193.0,2,853.39,Low Value
14194.0,32,11216.75,High Value
14195.0,3,962.7,Low Value
14196.0,1,335.52,Low Value
14198.0,7,663.5,Low Value
14199.0,1,185.39999999999998,Low Value
14201.0,9,688.04,Low Value
14204.0,1,161.03,Low Value
14205.0,4,218.78,Low Value
14206.0,2,308.26,Low Value
14208.0,1,151.74,Low Value
14209.0,7,2067.13,Medium Value
14210.0,7,1900.89,Medium Value
14211.0,13,2208.3,Medium Value
14212.0,1,1070.48,Medium Value
14213.0,1,-1192.2,
14214.0,7,1000.23,Medium Value
14215.0,7,1777.92,Medium Value
14216.0,4,1839.3,Medium Value
14217.0,24,1925.3600000000001,Medium Value
14218.0,1,169.48000000000002,Low Value
14219.0,1,89.94,Low Value
14220.0,2,632.4,Low Value
14221.0,10,3427.85,Medium Value
14222.0,1,683.17,Low Value
14223.0,4,975.23,Low Value
14224.0,4,1050.12,Medium Value
14226.0,7,2201.64,Medium Value
14227.0,15,3315.71,Medium Value
14229.0,5,1450.6,Medium Value
14231.0,5,822.0600000000001,Low Value
14232.0,8,2043.93,Medium Value
14233.0,5,1447.51,Medium Value
14234.0,4,775.46,Low Value
14235.0,6,3093.86,Medium Value
14236.0,2,490.86,Low Value
14237.0,1,161.0,Low Value
14238.0,1,146.85,Low Value
14239.0,13,2323.5,Medium Value
14240.0,2,890.34,Low Value
14241.0,1,213.70000000000002,Low Value
14242.0,2,280.55,Low Value
14243.0,14,2535.88,Medium Value
14245.0,5,1677.48,Medium Value
14246.0,3,1474.06,Medium Value
14247.0,1,136.76999999999998,Low Value
14248.0,1,302.58,Low Value
14250.0,3,1904.05,Medium Value
14251.0,5,2879.7000000000003,Medium Value
14256.0,3,935.0600000000001,Low Value
14257.0,6,3087.27,Medium Value
14258.0,10,12650.08,High Value
14259.0,1,120.0,Low Value
14261.0,2,1163.45,Medium Value
14262.0,8,2618.23,Medium Value
14264.0,3,319.47,Low Value
14265.0,2,530.18,Low Value
14267.0,7,1279.09,Medium Value
14270.0,1,492.65000000000003,Low Value
14271.0,1,112.32,Low Value
14272.0,2,437.96,Low Value
14273.0,4,559.97,Low Value
14276.0,5,1019.39,Medium Value
14277.0,4,3957.0,Medium Value
14280.0,1,134.04,Low Value
14282.0,15,3729.34,Medium Value
14284.0,3,578.45,Low Value
14285.0,4,1910.01,Medium Value
14286.0,5,4595.81,Medium Value
14287.0,4,151.23000000000002,Low Value
14288.0,2,413.85,Low Value
14289.0,6,911.26,Low Value
14290.0,6,2307.4500000000003,Medium Value
14291.0,12,3873.3,Medium Value
14292.0,14,4819.33,Medium Value
14293.0,4,1046.56,Medium Value
14295.0,2,154.70000000000002,Low Value
14297.0,6,1284.06,Medium Value
14298.0,45,50862.44,High Value
14299.0,18,2855.35,Medium Value
14300.0,1,43.2,Low Value
14301.0,2,632.04,Low Value
14304.0,2,197.1,Low Value
14305.0,5,1803.76,Medium Value
14306.0,3,2083.42,Medium Value
14307.0,6,2995.72,Medium Value
14309.0,10,2319.68,Medium Value
14311.0,2,229.71,Low Value
14312.0,6,1611.59,Medium Value
14314.0,1,120.0,Low Value
14315.0,7,2456.98,Medium Value
14317.0,1,508.58000000000004,Low Value
14320.0,3,343.11,Low Value
14321.0,5,1530.75,Medium Value
14323.0,4,574.26,Low Value
14326.0,2,166.85,Low Value
14327.0,1,311.65,Low Value
14329.0,14,4928.74,Medium Value
14331.0,2,462.65999999999997,Low Value
14332.0,3,866.31,Low Value
14333.0,2,351.45,Low Value
14334.0,9,2539.46,Medium Value
14335.0,2,468.26,Low Value
14336.0,4,1614.91,Medium Value
14338.0,4,554.22,Low Value
14339.0,4,289.90999999999997,Low Value
14340.0,1,134.7,Low Value
14341.0,9,2166.38,Medium Value
14342.0,6,607.71,Low Value
14344.0,8,889.9300000000001,Low Value
14345.0,1,108.97999999999999,Low Value
14346.0,2,1021.58,Medium Value
14348.0,1,409.57,Low Value
14349.0,1,133.5,Low Value
14350.0,2,258.7,Low Value
14351.0,1,51.0,Low Value
14352.0,4,1078.96,Medium Value
14353.0,1,90.6,Low Value
14354.0,2,163.62,Low Value
14355.0,1,174.4,Low Value
14356.0,4,666.9399999999999,Low Value
14357.0,1,225.77,Low Value
14359.0,6,882.58,Low Value
14360.0,4,2128.23,Medium Value
14362.0,1,161.2,Low Value
14364.0,8,3717.35,Medium Value
14367.0,19,9167.82,High Value
14368.0,1,155.0,Low Value
14371.0,1,100.5,Low Value
14373.0,1,76.55,Low Value
14375.0,1,257.68,Low Value
14377.0,2,617.05,Low Value
14379.0,2,348.1,Low Value
14381.0,1,202.68,Low Value
14382.0,1,626.0699999999999,Low Value
14383.0,3,1247.69,Medium Value
14385.0,3,202.11,Low Value
14386.0,1,142.4,Low Value
14387.0,3,1770.56,Medium Value
14388.0,10,3172.04,Medium Value
14389.0,5,999.72,Low Value
14390.0,13,4592.47,Medium Value
14393.0,1,67.95,Low Value
14395.0,12,3471.91,Medium Value
14396.0,2,487.99,Low Value
14397.0,23,2556.68,Medium Value
14400.0,2,559.7,Low Value
14401.0,14,4039.98,Medium Value
14403.0,5,1426.31,Medium Value
14404.0,7,1434.72,Medium Value
14406.0,1,156.75,Low Value
14407.0,9,2111.08,Medium Value
14408.0,7,2606.53,Medium Value
14409.0,7,1908.25,Medium Value
14410.0,15,576.3,Low Value
14411.0,1,1063.0,Medium Value
14412.0,3,761.3299999999999,Low Value
14413.0,1,122.7,Low Value
14414.0,8,1485.1299999999999,Medium Value
14415.0,18,5811.56,High Value
14416.0,2,490.22,Low Value
14418.0,3,1937.25,Medium Value
14419.0,6,1058.06,Medium Value
14420.0,2,385.87,Low Value
14421.0,2,813.11,Low Value
14422.0,6,4263.64,Medium Value
14423.0,1,265.2,Low Value
14424.0,1,322.08,Low Value
14426.0,16,3918.9,Medium Value
14427.0,2,363.34000000000003,Low Value
14428.0,7,1230.14,Medium Value
14431.0,2,397.76,Low Value
14432.0,6,2255.51,Medium Value
14434.0,6,1372.8,Medium Value
14436.0,1,89.06,Low Value
14437.0,2,-43.400000000000006,
14438.0,1,131.9,Low Value
14439.0,1,2661.24,Medium Value
14440.0,5,2357.6800000000003,Medium Value
14441.0,10,1545.14,Medium Value
14442.0,5,1544.62,Medium Value
14443.0,7,1400.88,Medium Value
14446.0,4,1039.58,Medium Value
14447.0,5,1163.23,Medium Value
14448.0,2,375.35,Low Value
14449.0,4,907.1,Low Value
14450.0,3,483.25,Low Value
14451.0,2,662.59,Low Value
14452.0,2,264.44,Low Value
14453.0,1,119.93,Low Value
14456.0,14,3047.63,Medium Value
14457.0,1,113.64,Low Value
14459.0,1,1837.92,Medium Value
14460.0,4,383.34,Low Value
14461.0,3,2103.06,Medium Value
14462.0,15,1965.9,Medium Value
14463.0,3,529.62,Low Value
14465.0,3,1058.6200000000001,Medium Value
14466.0,7,2272.4,Medium Value
14467.0,4,598.76,Low Value
14470.0,2,461.19,Low Value
14472.0,8,1936.84,Medium Value
14473.0,2,234.34000000000003,Low Value
14474.0,2,537.71,Low Value
14475.0,6,799.82,Low Value
14476.0,1,215.7,Low Value
14477.0,5,1307.81,Medium Value
14479.0,2,316.25,Low Value
14480.0,1,279.05,Low Value
14481.0,2,636.51,Low Value
14482.0,6,2068.15,Medium Value
14483.0,2,129.2,Low Value
14484.0,1,321.92,Low Value
14485.0,1,165.75,Low Value
14487.0,7,1183.58,Medium Value
14488.0,2,1047.43,Medium Value
14489.0,1,463.38,Low Value
14491.0,2,340.93,Low Value
14493.0,7,2362.84,Medium Value
14494.0,1,139.56,Low Value
14495.0,2,123.8,Low Value
14496.0,2,538.8100000000001,Low Value
14497.0,2,457.47,Low Value
14498.0,5,1957.32,Medium Value
14499.0,3,815.32,Low Value
14500.0,3,356.85,Low Value
14501.0,3,190.31,Low Value
14502.0,14,2351.02,Medium Value
14503.0,6,3543.26,Medium Value
14504.0,4,673.26,Low Value
14505.0,11,5818.7,High Value
14506.0,5,2012.17,Medium Value
14507.0,7,1368.18,Medium Value
14508.0,2,276.42,Low Value
14511.0,6,1267.4099999999999,Medium Value
14512.0,2,275.28,Low Value
14513.0,4,438.49,Low Value
14514.0,3,1055.35,Medium Value
14515.0,6,2102.09,Medium Value
14517.0,2,330.45,Low Value
14518.0,1,174.37,Low Value
14520.0,2,270.6,Low Value
14522.0,4,974.54,Low Value
14523.0,1,241.09,Low Value
14524.0,9,1867.68,Medium Value
14525.0,13,4221.37,Medium Value
14527.0,86,7711.38,High Value
14528.0,1,364.21999999999997,Low Value
14529.0,3,620.04,Low Value
14530.0,6,2925.91,Medium Value
14532.0,4,932.85,Low Value
14533.0,9,1812.6200000000001,Medium Value
14534.0,25,4075.35,Medium Value
14535.0,4,2841.09,Medium Value
14536.0,1,171.8,Low Value
14537.0,1,355.56,Low Value
14538.0,2,388.25,Low Value
14539.0,2,537.48,Low Value
14540.0,3,996.26,Low Value
14541.0,8,1461.65,Medium Value
